First Investment Day,Last Investment Day,Return (%)
1965-08-16,1985-08-09,256.0191920252174
1965-09-14,1985-09-06,254.00776077055713
1965-10-14,1985-10-08,217.20052153909575
1965-11-15,1985-11-07,275.14370834972357
1965-12-13,1985-12-06,336.38916514853963
1966-01-12,1986-01-06,384.89444290523875
1966-02-11,1986-02-05,396.60550937904475
1966-03-14,1986-03-07,486.9203468419907
1966-04-12,1986-04-04,505.6687267417328
1966-05-12,1986-05-06,570.6906774624599
1966-06-13,1986-06-05,638.5388577561602
1966-07-11,1986-07-03,688.4761246536632
1966-08-10,1986-08-04,541.7240439144739
1966-09-09,1986-09-03,656.962462363578
1966-10-10,1986-10-03,506.2337183637573
1966-11-09,1986-10-31,585.6378528871796
1966-12-08,1986-12-02,661.710269532977
1967-01-09,1986-12-31,557.1418345488844
1967-02-06,1987-01-30,841.1137067194434
1967-03-08,1987-03-02,923.306535366948
1967-04-07,1987-04-01,1017.0526126291845
1967-05-08,1987-05-01,950.1034564080139
1967-06-06,1987-05-29,965.2952063378061
1967-07-06,1987-06-30,1117.061744872402
1967-08-07,1987-07-30,1284.9016516358822
1967-09-05,1987-08-28,1392.8515381476152
1967-10-04,1987-09-28,1324.6811063299424
1967-11-03,1987-10-28,278.45385104607215
1967-12-04,1987-11-27,302.62099682185055
1968-01-02,1987-12-24,352.159548404865
1968-02-01,1988-01-26,324.294060913558
1968-03-04,1988-02-25,384.1740889182462
1968-04-01,1988-03-25,362.6189188309214
1968-05-01,1988-04-25,377.4552914887629
1968-05-31,1988-05-25,328.00022923888275
1968-07-01,1988-06-24,431.8020091247954
1968-07-30,1988-07-22,370.25879038613556
1968-08-29,1988-08-23,333.11147505286243
1968-09-30,1988-09-22,393.6151954142761
1968-10-28,1988-10-21,473.57911271189425
1968-11-27,1988-11-21,370.9193292136867
1968-12-27,1988-12-21,430.5061837021334
1969-01-27,1989-01-20,483.0560020066284
1969-02-25,1989-02-17,543.7280416817673
1969-03-27,1989-03-21,503.7215737042798
1969-04-28,1989-04-20,597.1482246370553
1969-05-26,1989-05-19,700.371910829871
1969-06-25,1989-06-19,701.5440591028238
1969-07-25,1989-07-19,803.5502108732805
1969-08-25,1989-08-18,881.6509390903343
1969-09-23,1989-09-15,866.3157486201625
1969-10-23,1989-10-17,814.0201028164169
1969-11-24,1989-11-16,802.7935441623349
1969-12-22,1989-12-15,875.529801295551
1970-01-21,1990-01-15,760.9329204865134
1970-02-20,1990-02-14,714.3246096758529
1970-03-23,1990-03-16,782.0050682827166
1970-04-21,1990-04-12,794.9415144609335
1970-05-21,1990-05-15,868.139310295158
1970-06-22,1990-06-14,927.0162052899506
1970-07-20,1990-07-13,949.5088969650981
1970-08-19,1990-08-13,710.7931386105329
1970-09-18,1990-09-12,583.9199822529662
1970-10-19,1990-10-12,439.96424415464236
1970-11-17,1990-11-09,507.4666058993203
1970-12-17,1990-12-11,576.318725316525
1971-01-18,1991-01-10,499.01177230426566
1971-02-16,1991-02-08,780.890529074184
1971-03-17,1991-03-11,873.9205932964921
1971-04-16,1991-04-10,865.9866259119977
1971-05-17,1991-05-10,877.5113430446728
1971-06-15,1991-06-07,899.520415437531
1971-07-15,1991-07-09,865.0895916586826
1971-08-16,1991-08-08,963.002150728655
1971-09-13,1991-09-06,950.5119535133348
1971-10-13,1991-10-07,868.8359133525466
1971-11-12,1991-11-06,943.8080392866475
1971-12-13,1991-12-06,846.0942364963712
1972-01-11,1992-01-03,1167.8504413900487
1972-02-10,1992-02-04,1110.2106930342443
1972-03-13,1992-03-05,1039.5334314791305
1972-04-10,1992-04-03,992.757171814597
1972-05-10,1992-05-04,1112.870336241631
1972-06-09,1992-06-03,1086.2095213349412
1972-07-10,1992-07-02,1055.1199786922216
1972-08-08,1992-07-31,1160.2086721926867
1972-09-07,1992-09-01,1079.3251103582832
1972-10-09,1992-10-01,1074.2162672861875
1972-11-06,1992-10-30,1091.5241137853457
1972-12-06,1992-11-30,1196.9966594711982
1973-01-05,1992-12-30,1260.0357885668664
1973-02-05,1993-01-29,1254.5249750960165
1973-03-06,1993-02-26,1287.90798089824
1973-04-05,1993-03-30,1361.4670159598177
1973-05-07,1993-04-29,1228.6435881895313
1973-06-04,1993-05-28,1325.5084276060986
1973-07-05,1993-06-28,1332.56470723704
1973-08-03,1993-07-28,1279.864110889636
1973-09-04,1993-08-27,1399.419926410813
1973-10-02,1993-09-24,1362.7460044155907
1973-11-01,1993-10-26,1419.9176383945724
1973-12-03,1993-11-24,1391.9299539652325
1973-12-31,1993-12-23,1433.21480745876
1974-01-30,1994-01-24,1468.1366746577685
1974-03-01,1994-02-23,1437.3108095458092
1974-04-01,1994-03-25,1328.396943604955
1974-04-30,1994-04-22,1200.6752622335648
1974-05-30,1994-05-24,1251.720370796149
1974-07-01,1994-06-23,1187.0834539233888
1974-07-29,1994-07-22,1212.4464565024286
1974-08-28,1994-08-22,1283.4896984095847
1974-09-27,1994-09-21,1254.939819923702
1974-10-28,1994-10-21,1239.9093213065591
1974-11-26,1994-11-18,1185.867883854753
1974-12-26,1994-12-20,1120.1812813614056
1975-01-27,1995-01-19,1163.0298734052217
1975-02-24,1995-02-17,1259.548355521628
1975-03-26,1995-03-20,1358.882127277976
1975-04-25,1995-04-19,1412.4049683516143
1975-05-27,1995-05-19,1519.4623644199755
1975-06-24,1995-06-16,1694.081756521305
1975-07-24,1995-07-18,1864.6921463619233
1975-08-25,1995-08-17,1847.3830642219166
1975-09-22,1995-09-15,2079.6069114174543
1975-10-22,1995-10-16,2034.0923822467669
1975-11-21,1995-11-15,2122.6227863299614
1975-12-22,1995-12-15,2349.763184813318
1976-01-20,1996-01-12,2134.0039672387
1976-02-19,1996-02-13,2814.4613900617296
1976-03-22,1996-03-14,2518.074751003996
1976-04-19,1996-04-12,2433.8689675957257
1976-05-19,1996-05-13,2705.770589578934
1976-06-18,1996-06-12,2765.4384366788554
1976-07-19,1996-07-12,2448.601339715366
1976-08-17,1996-08-09,2597.6133753992804
1976-09-16,1996-09-10,2585.8467345234494
1976-10-18,1996-10-10,2945.8993776211187
1976-11-15,1996-11-08,3406.600806751673
1976-12-15,1996-12-09,3633.4893594172863
1977-01-14,1997-01-08,3561.902033534015
1977-02-14,1997-02-07,4141.29575641429
1977-03-15,1997-03-07,4322.547957677257
1977-04-14,1997-04-08,3644.943599859399
1977-05-16,1997-05-08,4392.647143698902
1977-06-13,1997-06-06,4955.427023057882
1977-07-13,1997-07-07,5861.456466581752
1977-08-12,1997-08-06,6737.5510935257425
1977-09-12,1997-09-05,5949.64892300288
1977-10-11,1997-10-03,6553.331254042918
